unit_number,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,max_cycle,RUL,cycle_ratio,near_failure,capped_RUL,life_stage,sensor_11_roll20,sensor_4_roll20,sensor_12_roll20,sensor_7_roll20,sensor_15_roll20,sensor_21_roll20,sensor_20_roll20,sensor_2_roll20,sensor_17_roll20,sensor_3_roll20,sensor_11_slope20,sensor_4_slope20,sensor_12_slope20,sensor_11_std20,sensor_4_std20,sensor_12_std20,sensor_11_min20,sensor_11_max20,sensor_4_min20,sensor_4_max20,sensor_4_x_sensor_11,sensor_11_lag1,sensor_11_lag5,sensor_11_lag10,sensor_4_lag1,sensor_4_lag5,sensor_4_lag10,sensor_12_lag1,sensor_12_lag5,sensor_12_lag10,setting1_change,setting2_change,baseline_deviation,sensor_11_ewma_a01,sensor_11_ewma_a03,sensor_4_ewma_a01,sensor_4_ewma_a03,pca_score_1,pca_score_2,time_since_anomaly_s11
1,11,0.0018,-0.0003,100.0,518.67,642.28,1581.75,1400.64,14.62,21.61,554.54,2388.05,9049.61,1.3,47.15,521.4,2388.01,8140.58,8.434,0.03,392,2388,100.0,38.94,23.4787,192,181,0.057291666666666664,0,125,early,47.26090909090909,1400.8218181818183,522.0781818181817,554.1363636363636,8.410718181818181,23.3977,38.98,642.2081818181819,391.8181818181818,1587.1699999999998,-0.028000000000000157,-0.44518181818179603,-0.05272727272725512,0.1416654188893362,3.1440032384901424,0.44190085272195617,47.03,47.49,1394.8,1406.22,1.3495562414845281,47.03,47.16,47.47,1400.46,1398.37,1400.6,521.79,521.68,521.66,0.0051,0.00039999999999999996,5.889142760550366,47.30733673317802,47.18959629944199,1400.4440039781066,1399.774531771634,-2.942835374281745,-0.6290523139218056,11
1,12,0.0016,0.0002,100.0,518.67,642.06,1583.41,1400.15,14.62,21.61,554.52,2388.09,9049.37,1.3,47.18,521.8,2388.02,8134.25,8.3938,0.03,391,2388,100.0,39.06,23.366,192,180,0.0625,0,125,early,47.25416666666666,1400.7658333333331,522.055,554.1683333333334,8.409308333333334,23.395058333333335,38.98666666666667,642.1958333333333,391.75,1586.8566666666666,-0.024650349650349093,-0.3682867132867349,-0.0512587412587128,0.1370771735744199,3.003956355854545,0.42892042067586134,47.03,47.49,1394.8,1406.22,1.319671628424465,47.15,47.36,47.49,1400.64,1397.77,1403.14,521.4,522.32,522.28,0.00019999999999999987,0.0005,4.291011924027057,47.29460305986022,47.186717409609386,1400.414603580296,1399.8871722401436,-3.5633763172589292,-0.07327799146280453,12
1,13,-0.0019,0.0004,100.0,518.67,643.07,1582.19,1400.83,14.62,21.61,553.44,2388.12,9046.82,1.3,47.38,521.85,2388.08,8128.1,8.4152,0.03,393,2388,100.0,38.93,23.2757,192,179,0.06770833333333333,0,125,early,47.26384615384616,1400.7707692307692,522.0392307692308,554.1123076923077,8.409761538461538,23.38587692307692,38.98230769230769,642.2630769230769,391.84615384615387,1586.4976923076924,-0.015219780219777579,-0.2872527472527603,-0.04703296703295381,0.13580245834412538,2.8761243063611044,0.41457732568772737,47.03,47.49,1394.8,1406.22,0.5433026811254439,47.18,47.24,47.27,1400.15,1400.97,1404.2,521.8,522.47,522.42,0.0035,0.0002,5.616093623698093,47.3031427538742,47.24470218672657,1400.4561432222665,1400.1700205681004,-1.3067719194629093,-1.1725659781426423,13
1,14,0.0009,-0.0,100.0,518.67,642.35,1592.95,1399.16,14.62,21.61,554.48,2388.09,9047.37,1.3,47.44,521.67,2388.0,8134.43,8.3964,0.03,393,2388,100.0,39.18,23.3826,192,178,0.07291666666666667,0,125,early,47.276428571428575,1400.6557142857143,522.0128571428571,554.1385714285715,8.408807142857142,23.38564285714286,38.996428571428574,642.2692857142857,391.92857142857144,1586.9585714285713,-0.007142857142857176,-0.2758241758242116,-0.048175824175846135,0.13870872319400138,2.7966235529122248,0.4103549790014024,47.03,47.49,1394.8,1406.22,0.4113214226262319,47.38,47.29,47.13,1400.83,1394.8,1401.87,521.85,521.79,522.86,0.0028,0.0004,5.609592406596601,47.31682847848678,47.3032915307086,1400.3265289000399,1399.8670143976701,-2.422286215300298,1.1396202745726147,14
1,15,-0.0018,-0.0003,100.0,518.67,642.43,1583.82,1402.13,14.62,21.61,553.64,2388.11,9052.22,1.3,47.3,522.5,2388.08,8127.56,8.4199,0.03,391,2388,100.0,38.99,23.35,192,177,0.078125,0,125,early,47.278,1400.7540000000001,522.0453333333334,554.1053333333333,8.409546666666666,23.383266666666668,38.996,642.2800000000001,391.8666666666667,1586.7493333333334,-0.005214285714284433,-0.18724999999996894,-0.026964285714284716,0.13380155882073022,2.721645510663426,0.41495036995264395,47.03,47.49,1394.8,1406.22,0.682566895202051,47.44,47.03,47.28,1399.16,1400.46,1406.22,521.67,521.79,522.19,0.0027,0.0003,4.399815933287618,47.3151456306381,47.30230407149602,1400.506876010036,1400.5459100783692,-2.7004129812457354,-0.3275516715865351,15
1,16,0.0006,0.0005,100.0,518.67,642.13,1587.98,1404.5,14.62,21.61,553.94,2388.05,9049.34,1.3,47.24,521.49,2388.07,8136.11,8.3936,0.03,392,2388,100.0,38.97,23.455,192,176,0.08333333333333333,0,125,early,47.275625,1400.988125,522.010625,554.095,8.40855,23.38775,38.994375,642.270625,391.875,1586.82625,-0.005132352941176651,-0.07157352941171112,-0.03445588235292748,0.1296132066316295,2.7911579884819675,0.42424000675721113,47.03,47.49,1394.8,1406.22,0.5554669802322348,47.3,47.15,47.16,1402.13,1400.64,1398.37,522.5,521.4,521.68,0.0024,0.0007999999999999999,4.458555926472108,47.30763106757429,47.283612850047206,1400.9061884090324,1401.7321370548584,-2.627114308793201,0.40725823614034234,16
1,17,0.0002,0.0002,100.0,518.67,642.58,1584.96,1399.95,14.62,21.61,553.8,2388.06,9054.92,1.3,47.12,521.89,2388.04,8137.27,8.4542,0.03,392,2388,100.0,38.81,23.3319,192,175,0.08854166666666667,0,125,early,47.26647058823529,1400.9270588235295,522.0035294117647,554.0776470588235,8.411235294117645,23.384464705882355,38.98352941176471,642.2888235294117,391.88235294117646,1586.7164705882353,-0.0073284313725488345,-0.07999999999995304,-0.031078431372537848,0.13105061886875055,2.714230472679792,0.4118091362584203,47.03,47.49,1394.8,1406.22,1.5739452225947883,47.24,47.18,47.36,1404.5,1400.15,1397.77,521.49,521.8,522.32,0.00039999999999999996,0.00030000000000000003,2.6503754500340952,47.28886796081686,47.234528995033045,1400.8105695681293,1401.1974959384008,-1.8046734237816662,-0.49706270831326677,17
1,18,-0.0031,-0.0001,100.0,518.67,642.62,1591.04,1396.12,14.62,21.61,554.2,2388.05,9049.55,1.3,47.21,521.76,2388.07,8132.73,8.4028,0.03,392,2388,100.0,38.89,23.3987,192,174,0.09375,0,125,early,47.263333333333335,1400.66,521.99,554.0844444444444,8.410766666666667,23.385255555555556,38.97833333333333,642.3072222222222,391.8888888888889,1586.9566666666667,-0.007162022703817883,-0.15170278637771742,-0.030443756449950083,0.12783261113889674,2.8666110345719296,0.4036160085439674,47.03,47.49,1394.8,1406.22,1.7652279039962264,47.12,47.38,47.24,1399.95,1400.83,1400.97,521.89,521.85,522.47,0.0033,0.00030000000000000003,5.312514818000803,47.28098116473518,47.22717029652313,1400.3415126113164,1399.6742471568805,-2.374755982860211,0.6675544518858118,18
1,19,0.0032,-0.0003,100.0,518.67,641.79,1587.56,1400.35,14.62,21.61,554.18,2388.04,9053.99,1.3,47.4,521.89,2388.03,8129.13,8.4321,0.03,391,2388,100.0,38.8,23.3464,192,173,0.09895833333333333,0,125,early,47.270526315789475,1400.6436842105263,521.9847368421052,554.0894736842106,8.41188947368421,23.38321052631579,38.96894736842105,642.28,391.8421052631579,1586.9884210526316,-0.003929824561402941,-0.13384210526309423,-0.02745614035086786,0.12812639957872052,2.786752810722599,0.3929145853045555,47.03,47.49,1394.8,1406.22,0.5040693369813182,47.21,47.44,47.29,1396.12,1399.16,1394.8,521.76,521.67,521.79,0.0063,0.00019999999999999998,1.1403682014205436,47.292883048261665,47.279019207566186,1400.3423613501848,1399.8769730098163,-2.331871296236988,0.3319737721936735,19
1,20,-0.0037,0.0001,100.0,518.67,643.04,1581.11,1405.23,14.62,21.61,554.81,2388.05,9045.9,1.3,47.22,522.07,2388.02,8129.71,8.421,0.03,392,2388,100.0,39.03,23.422,192,172,0.10416666666666667,0,125,early,47.268,1400.873,521.989,554.1255,8.412344999999998,23.385150000000003,38.972,642.318,391.85,1586.6945,-0.00409022556390971,-0.04920300751882794,-0.02231578947369175,0.12521980673998867,2.899822317605741,0.3829099110757266,47.03,47.49,1394.8,1406.22,0.49482627400452145,47.4,47.3,47.03,1400.35,1402.13,1400.46,521.89,522.5,521.79,0.0069,0.00039999999999999996,8.296892035865737,47.2855947434355,47.261313445296324,1400.8311252151661,1401.4828811068714,-2.761467497606729,-0.9430510569163126,20
1,21,-0.0012,0.0001,100.0,518.67,642.37,1586.07,1398.13,14.62,21.61,554.08,2388.11,9048.15,1.3,47.15,522.42,2388.08,8134.02,8.4049,0.03,392,2388,100.0,39.09,23.3101,192,171,0.109375,0,125,early,47.251999999999995,1400.7495000000001,522.027,554.1115,8.411615000000001,23.379705,38.9735,642.3455,391.85,1586.513,-0.0025864661654146125,-0.09269924812034118,-0.021353383458670192,0.11830380160284111,2.9639491348004494,0.3862382684302696,47.03,47.49,1394.8,1406.22,1.7579810461944003,47.22,47.24,47.15,1405.23,1404.5,1400.64,522.07,521.49,521.4,0.0025000000000000005,0.0,2.5093979885242588,47.27203526909196,47.22791941170742,1400.5610126936497,1400.47701677481,-3.08677970327461,0.12609161306986982,21
1,22,0.0002,0.0,100.0,518.67,642.77,1592.93,1400.57,14.62,21.61,553.63,2388.04,9061.21,1.3,47.24,522.0,2388.03,8130.41,8.4034,0.03,392,2388,100.0,38.92,23.3792,192,170,0.11458333333333333,0,125,early,47.2395,1400.6209999999999,522.0129999999999,554.1054999999999,8.410194999999998,23.377485,38.969500000000004,642.3765000000001,391.85,1586.5684999999999,0.000999999999998724,-0.05751879699249642,-0.017744360902268767,0.10419995959187114,2.9100766855513607,0.3816322285849969,47.03,47.44,1394.8,1406.22,1.0478198712966134,47.15,47.12,47.18,1398.13,1399.95,1400.15,522.42,521.89,521.8,0.0014,0.0001,5.431683045135623,47.26883174218277,47.231543588195194,1400.5619114242847,1400.5049117423669,-1.8820739358412777,0.8450773819781382,22
1,23,0.0034,-0.0003,100.0,518.67,642.14,1588.19,1394.75,14.62,21.61,553.98,2388.05,9046.28,1.3,47.25,521.52,2388.05,8127.9,8.424,0.03,392,2388,100.0,38.94,23.4562,192,169,0.11979166666666667,0,125,early,47.2385,1400.1485,521.968,554.0915,8.410504999999999,23.383085,38.969,642.366,391.95,1586.5785,0.0016315789473671783,-0.08487969924813518,-0.018360902255653535,0.10398760047540184,3.0616185519909025,0.3841682745333299,47.03,47.44,1394.75,1406.22,1.7179511314303872,47.24,47.21,47.38,1400.57,1396.12,1400.83,522.0,521.76,521.85,0.0031999999999999997,0.0003,5.427410533960254,47.2669485679645,47.23708051173663,1399.9807202818563,1398.7784382196567,-2.6808612621214363,0.40531193246739705,23
1,24,-0.001,0.0003,100.0,518.67,642.38,1590.83,1398.81,14.62,21.61,553.49,2388.12,9043.76,1.3,47.44,522.13,2388.03,8133.88,8.3891,0.03,392,2388,100.0,39.0,23.3696,192,168,0.125,0,125,early,47.254,1399.9955,521.9315,554.0435,8.41155,23.38287,38.975,642.3675000000001,391.95,1586.9805000000001,0.0027969924812016496,-0.07681954887221926,-0.001962406015036706,0.10989947559857638,3.0474881373630636,0.3250955325180344,47.03,47.44,1394.75,1406.22,0.4260508797103464,47.25,47.4,47.44,1394.75,1400.35,1399.16,521.52,521.89,521.67,0.004399999999999999,0.0006,3.5782564214262353,47.28425371116805,47.297956358215636,1399.8636482536708,1398.7879067537597,-2.264133520288244,0.7267058504706273,24
1,25,0.0023,-0.0004,100.0,518.67,642.77,1594.1,1399.39,14.62,21.61,554.0,2388.02,9054.16,1.3,47.36,522.56,2388.02,8136.61,8.3917,0.03,393,2388,100.0,38.95,23.4288,192,167,0.13020833333333334,0,125,early,47.257999999999996,1399.654,521.95,554.0435,8.409665,23.38409,38.977500000000006,642.3875,391.95,1587.543,0.004721804511279091,0.012812030075143534,0.011097744360895832,0.11232471724986938,2.672927431231854,0.35014282800025254,47.03,47.44,1394.75,1405.23,0.7192456467681951,47.44,47.22,47.3,1398.81,1405.23,1402.13,522.13,522.07,522.5,0.0033,0.0007,6.7013995211058965,47.29182834005124,47.31656945075094,1399.816283428304,1398.9685347276318,-2.210145676645194,1.092554579577714,25
1,26,0.0,0.0002,100.0,518.67,642.16,1589.08,1396.07,14.62,21.61,554.11,2388.07,9047.11,1.3,47.26,522.28,2388.06,8131.15,8.426,0.03,394,2388,100.0,38.86,23.4149,192,166,0.13541666666666666,0,125,early,47.263,1399.539,521.98,554.0155000000001,8.410425,23.386490000000002,38.971500000000006,642.3905000000001,392.1,1587.7735,0.0032030075187959956,-0.05866165413539534,0.011548872180437358,0.10993299394583335,2.7784715601435384,0.35149305600688063,47.03,47.44,1394.75,1405.23,1.5045605999541127,47.36,47.15,47.24,1399.39,1398.13,1404.5,522.56,522.42,521.49,0.0023,0.0006000000000000001,4.79341227416792,47.288645506046116,47.29959861552565,1399.4416550854735,1398.098974309342,-2.3000957326407887,0.3628975234807834,26
1,27,-0.0012,-0.0004,100.0,518.67,642.44,1590.47,1401.84,14.62,21.61,554.07,2388.02,9047.96,1.3,47.37,522.0,2388.13,8134.6,8.4046,0.03,393,2388,100.0,38.99,23.4472,192,165,0.140625,0,125,early,47.2635,1399.7425,521.964,554.0020000000001,8.410785,23.38998,38.966,642.3884999999999,392.15,1587.681,0.006263157894734814,-0.05372180451130398,0.017203007518794455,0.110419058232954,2.7911059400211196,0.342366378083642,47.03,47.44,1394.75,1405.23,0.5050980257949561,47.26,47.24,47.12,1396.07,1400.57,1399.95,522.28,522.0,521.89,0.0012,0.0006000000000000001,3.5562745130467595,47.296780955441506,47.320719030867956,1399.6814895769262,1399.2212820165394,-2.2623816411935564,0.6134935995594343,27
1,28,-0.0024,0.0005,100.0,518.67,642.35,1582.84,1399.13,14.62,21.61,554.68,2388.12,9049.84,1.3,47.41,522.57,2388.08,8127.3,8.4323,0.03,390,2388,100.0,39.01,23.2841,192,164,0.14583333333333334,0,125,early,47.272000000000006,1399.6505000000002,521.969,554.0435,8.41202,23.388655,38.968,642.3779999999999,392.1,1587.675,0.007984962406013686,-0.04309022556395468,0.033849624060150435,0.11496452542094439,2.778813595763508,0.3507720807470073,47.03,47.44,1394.75,1405.23,0.5349299529992388,47.37,47.25,47.21,1401.84,1394.75,1396.12,522.0,521.52,521.76,0.0012,0.0009,5.250936047043709,47.30810285989735,47.34750332160757,1399.6263406192336,1399.1938974115774,-3.1133947759962366,-0.3371158457219448,28
1,29,0.0012,-0.0001,100.0,518.67,641.91,1584.83,1400.99,14.62,21.61,554.25,2388.05,9050.47,1.3,47.24,522.41,2388.06,8133.06,8.4189,0.03,393,2388,100.0,38.93,23.3597,192,163,0.15104166666666666,0,125,early,47.2695,1399.96,522.0,554.0715,8.414325,23.38631,38.962,642.3675000000001,392.15,1587.3674999999998,0.0078120300751862905,-0.10054135338348033,0.0373233082706754,0.11509606971203534,2.545019904792422,0.3613570912109118,47.03,47.44,1394.75,1405.23,0.9952020050759844,47.41,47.44,47.4,1399.13,1398.81,1400.35,522.57,522.13,521.89,0.0036,0.0006000000000000001,3.111587617194401,47.30129257390762,47.3152523251253,1399.7627065573101,1399.7327281881041,-2.8185794657537673,-0.08424253429393555,29
1,30,-0.0022,0.0,100.0,518.67,642.2,1593.52,1396.08,14.62,21.61,554.37,2388.07,9045.62,1.3,47.4,522.19,2388.0,8137.86,8.4065,0.03,390,2388,100.0,39.05,23.411,192,162,0.15625,0,125,early,47.288,1399.741,522.0200000000001,554.1105,8.413219999999999,23.38339,38.967,642.392,392.0,1587.4815,0.005894736842104949,-0.1480751879700004,0.036721804511275685,0.1037507133773817,2.6843658468994254,0.3601900083362162,47.12,47.44,1394.75,1405.23,0.7548184994374784,47.24,47.36,47.22,1400.99,1399.39,1405.23,522.41,522.56,522.07,0.0034000000000000002,0.0001,7.458003252534281,47.31116331651686,47.340676627587705,1399.394435901579,1398.6369097316729,-3.1933311838829987,1.5041540513637628,30
1,31,0.0014,0.0005,100.0,518.67,642.02,1584.18,1396.9,14.62,21.61,554.13,2388.08,9058.78,1.3,47.41,521.95,2388.06,8125.28,8.4104,0.03,392,2388,100.0,38.94,23.3353,192,161,0.16145833333333334,0,125,early,47.301,1399.5539999999999,522.0474999999999,554.0899999999999,8.412040000000001,23.376219999999996,38.967,642.379,392.0,1587.603,0.005458646616540279,-0.17446616541355234,0.025932330827056625,0.10182027509809885,2.747958859724206,0.3301016589826887,47.12,47.44,1394.75,1405.23,0.6566068561761723,47.4,47.26,47.15,1396.08,1396.07,1398.13,522.19,522.28,522.42,0.0036,0.0005,4.672533745282929,47.32104698486518,47.36147363931139,1399.1449923114212,1398.115836812171,-2.6749015261862814,-0.20981331597131284,31
1,32,0.0005,-0.0003,100.0,518.67,642.33,1591.38,1400.36,14.62,21.61,554.96,2388.04,9050.97,1.3,47.25,521.92,2388.07,8129.7,8.4148,0.03,392,2388,100.0,39.02,23.4999,192,160,0.16666666666666666,0,125,early,47.304500000000004,1399.5645,522.0535,554.112,8.41309,23.382915,38.964999999999996,642.3925,392.05,1588.0015,0.002819548872179357,-0.15354135338349423,0.02020300751877642,0.09859406408949851,2.7507558291456644,0.32643650144192776,47.12,47.44,1394.75,1405.23,1.0384633855320524,47.41,47.37,47.24,1396.9,1401.84,1400.57,521.95,522.0,522.0,0.0009,0.0007999999999999999,3.9293622214654556,47.31394228637866,47.328031547517966,1399.2664930802791,1398.7890857685197,-3.095773615464645,1.0164266944425422,32
1,33,-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,2388,100.0,38.83,23.3506,192,159,0.171875,0,125,early,47.2995,1399.6444999999999,522.0564999999999,554.1705,8.411095,23.38666,38.96,642.3745,392.0,1588.312,0.0036616541353382283,-0.09262406015040668,0.014939849624052657,0.0970878603718241,2.8120800973094995,0.3247391665872024,47.12,47.44,1394.75,1405.23,0.7065795557151656,47.25,47.41,47.25,1400.36,1399.13,1394.75,521.92,522.57,521.52,0.004699999999999999,0.00010000000000000005,2.560009325532387,47.310548057740796,47.31362208326257,1399.5828437722512,1399.8813600379638,-2.332632629891137,0.21154671961789082,33
