unit_number,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,max_cycle,RUL,cycle_ratio,life_stage,near_failure,capped_RUL,sensor_11_roll20,sensor_4_roll20,sensor_12_roll20,sensor_7_roll20,sensor_15_roll20,sensor_21_roll20,sensor_20_roll20,sensor_2_roll20,sensor_17_roll20,sensor_3_roll20
1,15,-0.0018,-0.0003,100.0,518.67,642.43,1583.82,1402.13,14.62,21.61,553.64,2388.11,9052.22,1.3,47.3,522.5,2388.08,8127.56,8.4199,0.03,391,2388,100.0,38.99,23.35,192,177,0.078125,early,0,125,47.278,1400.7540000000001,522.0453333333334,554.1053333333333,8.409546666666666,23.383266666666668,38.996,642.2800000000001,391.8666666666667,1586.7493333333334
1,16,0.0006,0.0005,100.0,518.67,642.13,1587.98,1404.5,14.62,21.61,553.94,2388.05,9049.34,1.3,47.24,521.49,2388.07,8136.11,8.3936,0.03,392,2388,100.0,38.97,23.455,192,176,0.08333333333333333,early,0,125,47.275625,1400.988125,522.010625,554.095,8.40855,23.38775,38.994375,642.270625,391.875,1586.82625
1,17,0.0002,0.0002,100.0,518.67,642.58,1584.96,1399.95,14.62,21.61,553.8,2388.06,9054.92,1.3,47.12,521.89,2388.04,8137.27,8.4542,0.03,392,2388,100.0,38.81,23.3319,192,175,0.08854166666666667,early,0,125,47.26647058823529,1400.9270588235295,522.0035294117647,554.0776470588235,8.411235294117645,23.384464705882355,38.98352941176471,642.2888235294117,391.88235294117646,1586.7164705882353
1,18,-0.0031,-0.0001,100.0,518.67,642.62,1591.04,1396.12,14.62,21.61,554.2,2388.05,9049.55,1.3,47.21,521.76,2388.07,8132.73,8.4028,0.03,392,2388,100.0,38.89,23.3987,192,174,0.09375,early,0,125,47.263333333333335,1400.66,521.99,554.0844444444444,8.410766666666667,23.385255555555556,38.97833333333333,642.3072222222222,391.8888888888889,1586.9566666666667
1,19,0.0032,-0.0003,100.0,518.67,641.79,1587.56,1400.35,14.62,21.61,554.18,2388.04,9053.99,1.3,47.4,521.89,2388.03,8129.13,8.4321,0.03,391,2388,100.0,38.8,23.3464,192,173,0.09895833333333333,early,0,125,47.270526315789475,1400.6436842105263,521.9847368421052,554.0894736842106,8.41188947368421,23.38321052631579,38.96894736842105,642.28,391.8421052631579,1586.9884210526316
1,20,-0.0037,0.0001,100.0,518.67,643.04,1581.11,1405.23,14.62,21.61,554.81,2388.05,9045.9,1.3,47.22,522.07,2388.02,8129.71,8.421,0.03,392,2388,100.0,39.03,23.422,192,172,0.10416666666666667,early,0,125,47.268,1400.873,521.989,554.1255,8.412344999999998,23.385150000000003,38.972,642.318,391.85,1586.6945
1,21,-0.0012,0.0001,100.0,518.67,642.37,1586.07,1398.13,14.62,21.61,554.08,2388.11,9048.15,1.3,47.15,522.42,2388.08,8134.02,8.4049,0.03,392,2388,100.0,39.09,23.3101,192,171,0.109375,early,0,125,47.251999999999995,1400.7495000000001,522.027,554.1115,8.411615000000001,23.379705,38.9735,642.3455,391.85,1586.513
1,22,0.0002,0.0,100.0,518.67,642.77,1592.93,1400.57,14.62,21.61,553.63,2388.04,9061.21,1.3,47.24,522.0,2388.03,8130.41,8.4034,0.03,392,2388,100.0,38.92,23.3792,192,170,0.11458333333333333,early,0,125,47.2395,1400.6209999999999,522.0129999999999,554.1054999999999,8.410194999999998,23.377485,38.969500000000004,642.3765000000001,391.85,1586.5684999999999
1,23,0.0034,-0.0003,100.0,518.67,642.14,1588.19,1394.75,14.62,21.61,553.98,2388.05,9046.28,1.3,47.25,521.52,2388.05,8127.9,8.424,0.03,392,2388,100.0,38.94,23.4562,192,169,0.11979166666666667,early,0,125,47.2385,1400.1485,521.968,554.0915,8.410504999999999,23.383085,38.969,642.366,391.95,1586.5785
1,24,-0.001,0.0003,100.0,518.67,642.38,1590.83,1398.81,14.62,21.61,553.49,2388.12,9043.76,1.3,47.44,522.13,2388.03,8133.88,8.3891,0.03,392,2388,100.0,39.0,23.3696,192,168,0.125,early,0,125,47.254,1399.9955,521.9315,554.0435,8.41155,23.38287,38.975,642.3675000000001,391.95,1586.9805000000001
1,25,0.0023,-0.0004,100.0,518.67,642.77,1594.1,1399.39,14.62,21.61,554.0,2388.02,9054.16,1.3,47.36,522.56,2388.02,8136.61,8.3917,0.03,393,2388,100.0,38.95,23.4288,192,167,0.13020833333333334,early,0,125,47.257999999999996,1399.654,521.95,554.0435,8.409665,23.38409,38.977500000000006,642.3875,391.95,1587.543
1,26,0.0,0.0002,100.0,518.67,642.16,1589.08,1396.07,14.62,21.61,554.11,2388.07,9047.11,1.3,47.26,522.28,2388.06,8131.15,8.426,0.03,394,2388,100.0,38.86,23.4149,192,166,0.13541666666666666,early,0,125,47.263,1399.539,521.98,554.0155000000001,8.410425,23.386490000000002,38.971500000000006,642.3905000000001,392.1,1587.7735
1,27,-0.0012,-0.0004,100.0,518.67,642.44,1590.47,1401.84,14.62,21.61,554.07,2388.02,9047.96,1.3,47.37,522.0,2388.13,8134.6,8.4046,0.03,393,2388,100.0,38.99,23.4472,192,165,0.140625,early,0,125,47.2635,1399.7425,521.964,554.0020000000001,8.410785,23.38998,38.966,642.3884999999999,392.15,1587.681
1,28,-0.0024,0.0005,100.0,518.67,642.35,1582.84,1399.13,14.62,21.61,554.68,2388.12,9049.84,1.3,47.41,522.57,2388.08,8127.3,8.4323,0.03,390,2388,100.0,39.01,23.2841,192,164,0.14583333333333334,early,0,125,47.272000000000006,1399.6505000000002,521.969,554.0435,8.41202,23.388655,38.968,642.3779999999999,392.1,1587.675
1,29,0.0012,-0.0001,100.0,518.67,641.91,1584.83,1400.99,14.62,21.61,554.25,2388.05,9050.47,1.3,47.24,522.41,2388.06,8133.06,8.4189,0.03,393,2388,100.0,38.93,23.3597,192,163,0.15104166666666666,early,0,125,47.2695,1399.96,522.0,554.0715,8.414325,23.38631,38.962,642.3675000000001,392.15,1587.3674999999998
1,30,-0.0022,0.0,100.0,518.67,642.2,1593.52,1396.08,14.62,21.61,554.37,2388.07,9045.62,1.3,47.4,522.19,2388.0,8137.86,8.4065,0.03,390,2388,100.0,39.05,23.411,192,162,0.15625,early,0,125,47.288,1399.741,522.0200000000001,554.1105,8.413219999999999,23.38339,38.967,642.392,392.0,1587.4815
1,31,0.0014,0.0005,100.0,518.67,642.02,1584.18,1396.9,14.62,21.61,554.13,2388.08,9058.78,1.3,47.41,521.95,2388.06,8125.28,8.4104,0.03,392,2388,100.0,38.94,23.3353,192,161,0.16145833333333334,early,0,125,47.301,1399.5539999999999,522.0474999999999,554.0899999999999,8.412040000000001,23.376219999999996,38.967,642.379,392.0,1587.603
1,32,0.0005,-0.0003,100.0,518.67,642.33,1591.38,1400.36,14.62,21.61,554.96,2388.04,9050.97,1.3,47.25,521.92,2388.07,8129.7,8.4148,0.03,392,2388,100.0,39.02,23.4999,192,160,0.16666666666666666,early,0,125,47.304500000000004,1399.5645,522.0535,554.112,8.41309,23.382915,38.964999999999996,642.3925,392.05,1588.0015
1,33,-0.0042,-0.0004,100.0,518.67,642.71,1588.4,1402.43,14.62,21.61,554.61,2388.04,9047.13,1.3,47.28,521.91,2388.08,8134.42,8.3753,0.03,392,2388,100.0,38.83,23.3506,192,159,0.171875,early,0,125,47.2995,1399.6444999999999,522.0564999999999,554.1705,8.411095,23.38666,38.96,642.3745,392.0,1588.312
1,34,0.0015,-0.0001,100.0,518.67,642.54,1581.47,1400.48,14.62,21.61,554.3,2388.03,9046.46,1.3,47.47,521.7,2388.09,8126.61,8.4349,0.03,392,2388,100.0,38.81,23.3092,192,158,0.17708333333333334,early,0,125,47.301,1399.7105,522.058,554.1614999999999,8.41302,23.38299,38.9415,642.384,391.95,1587.738
1,35,0.0003,0.0002,100.0,518.67,642.44,1590.0,1403.0,14.62,21.61,554.3,2388.04,9045.76,1.3,47.31,521.75,2388.01,8140.17,8.443,0.03,391,2388,100.0,39.13,23.4164,192,157,0.18229166666666666,early,0,125,47.3015,1399.754,522.0205,554.1945,8.414174999999998,23.386309999999998,38.948499999999996,642.3844999999999,391.95,1588.047
1,36,-0.0004,-0.0002,100.0,518.67,642.54,1581.72,1405.54,14.62,21.61,554.53,2388.01,9044.56,1.3,47.25,522.32,2388.04,8132.48,8.4246,0.03,392,2388,100.0,38.86,23.4308,192,156,0.1875,early,0,125,47.302,1399.806,522.062,554.2239999999999,8.415724999999998,23.3851,38.943,642.405,391.95,1587.734
1,37,-0.0004,-0.0,100.0,518.67,641.99,1579.11,1398.9,14.62,21.61,554.63,2388.07,9055.44,1.3,47.29,522.29,2388.04,8131.95,8.4142,0.03,392,2388,100.0,38.99,23.4352,192,155,0.19270833333333334,early,0,125,47.310500000000005,1399.7535,522.082,554.2655000000001,8.413725000000001,23.390265,38.952,642.3755,391.95,1587.4415
1,38,-0.0018,-0.0002,100.0,518.67,641.93,1589.6,1399.5,14.62,21.61,554.7,2388.08,9055.27,1.3,47.27,522.42,2388.08,8136.61,8.4158,0.03,392,2388,100.0,39.06,23.4768,192,154,0.19791666666666666,early,0,125,47.3135,1399.9225000000001,522.115,554.2905,8.414375,23.39417,38.9605,642.341,391.95,1587.3695
1,39,-0.003,-0.0001,100.0,518.67,642.01,1583.21,1400.69,14.62,21.61,553.97,2388.02,9051.76,1.3,47.12,522.23,2388.05,8131.81,8.414,0.03,392,2388,100.0,38.7,23.3699,192,153,0.203125,early,0,125,47.2995,1399.9395,522.1320000000001,554.28,8.41347,23.395345,38.9555,642.3520000000001,392.0,1587.152
1,40,-0.0,-0.0004,100.0,518.67,642.24,1582.08,1401.77,14.62,21.61,554.57,2388.06,9052.98,1.3,47.33,521.84,2388.01,8131.03,8.3784,0.03,392,2388,100.0,38.84,23.3769,192,152,0.20833333333333334,early,0,125,47.305,1399.7665000000002,522.1205,554.268,8.41134,23.393089999999997,38.946,642.312,392.0,1587.2005000000001
1,41,0.0033,0.0004,100.0,518.67,642.4,1591.31,1403.21,14.62,21.61,553.72,2388.06,9048.99,1.3,47.09,522.07,2388.03,8138.08,8.437,0.03,392,2388,100.0,39.13,23.4444,192,151,0.21354166666666666,early,0,125,47.302,1400.0205,522.1030000000001,554.25,8.412944999999999,23.399805,38.948,642.3135,392.0,1587.4625
1,42,0.0005,-0.0004,100.0,518.67,642.12,1584.66,1401.38,14.62,21.61,553.94,2388.08,9057.06,1.3,47.49,522.23,2388.05,8130.88,8.4137,0.03,392,2388,100.0,39.0,23.375,192,150,0.21875,early,0,125,47.314499999999995,1400.0610000000001,522.1145,554.2655000000001,8.41346,23.399594999999998,38.952,642.2810000000001,392.0,1587.049
1,43,-0.0027,0.0005,100.0,518.67,642.24,1591.52,1406.05,14.62,21.61,553.68,2388.03,9057.88,1.3,47.32,522.74,2388.09,8127.22,8.4068,0.03,392,2388,100.0,38.99,23.3148,192,149,0.22395833333333334,early,0,125,47.318,1400.626,522.1755,554.2505,8.412600000000001,23.392525,38.9545,642.2860000000001,392.0,1587.2155
1,44,-0.0001,0.0002,100.0,518.67,641.93,1586.94,1401.2,14.62,21.61,554.15,2388.04,9046.87,1.3,47.45,522.3,2388.0,8131.45,8.4201,0.03,392,2388,100.0,39.06,23.4753,192,148,0.22916666666666666,early,0,125,47.3185,1400.7455,522.184,554.2835,8.41415,23.39781,38.9575,642.2635,392.0,1587.021
1,45,-0.0013,-0.0,100.0,518.67,642.53,1582.42,1399.16,14.62,21.61,553.83,2388.08,9060.32,1.3,47.45,521.73,2388.05,8128.31,8.4099,0.03,393,2388,100.0,38.79,23.3943,192,147,0.234375,early,0,125,47.323,1400.734,522.1425,554.275,8.41506,23.396085,38.9495,642.2515,392.0,1586.4370000000001
1,46,0.0003,0.0001,100.0,518.67,642.43,1588.29,1401.27,14.62,21.61,553.76,2388.06,9060.38,1.3,47.2,522.02,2388.08,8128.71,8.3977,0.03,393,2388,100.0,38.93,23.3745,192,146,0.23958333333333334,early,0,125,47.32000000000001,1400.9940000000001,522.1295,554.2574999999999,8.413644999999999,23.394065,38.952999999999996,642.265,391.95,1586.3975
1,47,0.0,0.0005,100.0,518.67,642.21,1580.32,1402.89,14.62,21.61,554.38,2388.06,9052.04,1.3,47.22,521.84,2388.05,8126.21,8.3973,0.03,392,2388,100.0,38.99,23.4873,192,145,0.24479166666666666,early,0,125,47.3125,1401.0465,522.1215,554.2729999999999,8.41328,23.39607,38.952999999999996,642.2535,391.9,1585.8899999999999
1,48,0.0019,0.0001,100.0,518.67,641.89,1588.51,1399.16,14.62,21.61,554.02,2388.08,9045.26,1.3,47.4,521.91,2388.06,8129.99,8.4376,0.03,392,2388,100.0,38.94,23.365,192,144,0.25,early,0,125,47.312,1401.048,522.0885000000001,554.24,8.413545000000001,23.400115000000003,38.9495,642.2305,392.0,1586.1734999999999
1,49,-0.0014,0.0005,100.0,518.67,642.23,1584.35,1397.76,14.62,21.61,554.23,2388.07,9050.64,1.3,47.22,521.37,2388.04,8135.48,8.4151,0.03,392,2388,100.0,39.06,23.4498,192,143,0.2552083333333333,early,0,125,47.31099999999999,1400.8865,522.0364999999999,554.2389999999999,8.413355,23.40462,38.956,642.2465,391.95,1586.1495
1,50,-0.0032,-0.0001,100.0,518.67,642.77,1588.49,1403.62,14.62,21.61,553.92,2388.06,9048.6,1.3,47.47,522.33,2388.09,8127.3,8.4116,0.03,392,2388,100.0,38.85,23.4106,192,142,0.2604166666666667,early,0,125,47.314499999999995,1401.2635,522.0435,554.2165,8.41361,23.4046,38.946,642.275,392.05,1585.898
1,51,-0.001,0.0003,100.0,518.67,642.81,1585.54,1400.42,14.62,21.61,553.73,2388.02,9047.09,1.3,47.12,521.91,2388.05,8134.36,8.4504,0.03,393,2388,100.0,38.94,23.3651,192,141,0.265625,early,0,125,47.3,1401.4395,522.0415,554.1965,8.41561,23.40609,38.946000000000005,642.3145,392.1,1585.966
1,52,0.0018,-0.0001,100.0,518.67,642.76,1583.77,1395.57,14.62,21.61,553.04,2388.04,9056.01,1.3,47.07,522.1,2388.07,8132.82,8.4539,0.03,391,2388,100.0,39.0,23.3388,192,140,0.2708333333333333,early,0,125,47.291000000000004,1401.2,522.0505,554.1005,8.417565,23.398035,38.94500000000001,642.336,392.05,1585.5855
1,53,0.0021,-0.0001,100.0,518.67,642.61,1579.82,1402.26,14.62,21.61,554.16,2388.05,9051.15,1.3,47.29,521.96,2388.06,8134.38,8.4418,0.03,392,2388,100.0,38.9,23.3775,192,139,0.2760416666666667,early,0,125,47.2915,1401.1915000000001,522.0530000000001,554.078,8.42089,23.39938,38.9485,642.331,392.05,1585.1565
1,54,-0.0002,0.0005,100.0,518.67,642.42,1592.59,1401.2,14.62,21.61,553.95,2388.04,9056.29,1.3,47.38,522.44,2388.06,8129.95,8.4189,0.03,392,2388,100.0,38.96,23.2348,192,138,0.28125,early,0,125,47.287,1401.2275000000002,522.0899999999999,554.0605,8.42009,23.39566,38.956,642.325,392.05,1585.7125
1,55,0.0009,-0.0,100.0,518.67,642.41,1584.95,1401.58,14.62,21.61,554.45,2388.04,9048.94,1.3,47.4,522.11,2388.02,8134.1,8.4071,0.03,392,2388,100.0,39.06,23.3567,192,137,0.2864583333333333,early,0,125,47.2915,1401.1565,522.108,554.068,8.418295,23.392675000000004,38.9525,642.3235000000001,392.1,1585.46
1,56,0.0007,-0.0002,100.0,518.67,642.49,1586.33,1400.76,14.62,21.61,553.98,2388.01,9042.42,1.3,47.26,522.48,2388.04,8135.4,8.4022,0.03,391,2388,100.0,38.68,23.3408,192,136,0.2916666666666667,early,0,125,47.291999999999994,1400.9175,522.116,554.0405,8.417175,23.388175,38.9435,642.321,392.05,1585.6905
1,57,-0.0033,0.0,100.0,518.67,642.13,1583.67,1402.79,14.62,21.61,553.42,2388.05,9050.8,1.3,47.29,521.62,2388.08,8135.48,8.4263,0.03,392,2388,100.0,38.84,23.3567,192,135,0.296875,early,0,125,47.292,1401.1119999999999,522.0825,553.98,8.417779999999999,23.38425,38.936,642.328,392.05,1585.9185000000002
1,58,-0.0014,0.0001,100.0,518.67,641.9,1590.46,1397.99,14.62,21.61,554.14,2388.09,9050.33,1.3,47.26,522.21,2388.04,8132.08,8.4319,0.03,390,2388,100.0,38.93,23.2893,192,134,0.3020833333333333,early,0,125,47.2915,1401.0365,522.072,553.952,8.418585,23.374875,38.929500000000004,642.3264999999999,391.95,1585.9615
1,59,-0.0006,0.0002,100.0,518.67,642.33,1596.72,1403.51,14.62,21.61,554.62,2388.07,9050.06,1.3,47.26,521.32,2388.02,8128.81,8.4476,0.03,392,2388,100.0,38.92,23.4444,192,133,0.3072916666666667,early,0,125,47.298500000000004,1401.1775,522.0264999999999,553.9844999999999,8.420265,23.3786,38.9405,642.3425,391.95,1586.637
1,60,-0.001,-0.0002,100.0,518.67,642.34,1582.75,1403.07,14.62,21.61,554.0,2388.06,9051.69,1.3,47.41,522.49,2388.03,8132.89,8.3878,0.03,393,2388,100.0,38.89,23.387,192,132,0.3125,early,0,125,47.302499999999995,1401.2424999999998,522.059,553.9559999999999,8.420735,23.379105000000003,38.943,642.3475,392.0,1586.6704999999997
1,61,0.0004,0.0005,100.0,518.67,642.1,1583.55,1405.52,14.62,21.61,554.09,2388.11,9050.58,1.3,47.31,522.34,2388.09,8131.66,8.4264,0.03,391,2388,100.0,38.89,23.3638,192,131,0.3177083333333333,early,0,125,47.3135,1401.358,522.0725,553.9745,8.420205,23.375075,38.931,642.3325,391.95,1586.2825
1,62,0.0004,0.0001,100.0,518.67,642.17,1581.59,1399.54,14.62,21.61,554.45,2388.1,9053.62,1.3,47.28,522.19,2388.1,8132.28,8.4071,0.03,391,2388,100.0,39.03,23.2707,192,130,0.3229166666666667,early,0,125,47.303000000000004,1401.266,522.0705,554.0,8.419875000000001,23.36986,38.9325,642.3349999999999,391.9,1586.1290000000001
1,63,0.0015,0.0002,100.0,518.67,642.6,1592.14,1395.38,14.62,21.61,553.48,2388.06,9049.96,1.3,47.51,521.56,2388.01,8130.73,8.4357,0.03,394,2388,100.0,38.77,23.3436,192,129,0.328125,early,0,125,47.3125,1400.7325,522.0115000000001,553.99,8.42132,23.371299999999998,38.9215,642.353,392.0,1586.16
1,64,0.0017,0.0002,100.0,518.67,642.23,1584.51,1400.11,14.62,21.61,553.88,2388.1,9043.67,1.3,47.45,521.82,2388.04,8128.15,8.4066,0.03,391,2388,100.0,38.93,23.384,192,128,0.3333333333333333,mid,0,125,47.3125,1400.6779999999999,521.9875,553.9765,8.420645,23.366735,38.915,642.368,391.95,1586.0385
1,65,-0.0,0.0005,100.0,518.67,642.28,1584.72,1403.24,14.62,21.61,553.97,2388.03,9044.01,1.3,47.56,521.54,2388.13,8132.94,8.4406,0.03,392,2388,100.0,38.9,23.3752,192,127,0.3385416666666667,mid,0,125,47.318,1400.882,521.978,553.9835,8.42218,23.36578,38.9205,642.3555,391.9,1586.1535
1,66,-0.0007,-0.0004,100.0,518.67,642.5,1588.5,1399.52,14.62,21.61,554.0,2388.06,9059.45,1.3,47.14,521.76,2388.05,8128.32,8.3911,0.03,391,2388,100.0,38.95,23.3152,192,126,0.34375,mid,0,125,47.315,1400.7945,521.9649999999999,553.9955,8.42185,23.362815,38.9215,642.359,391.8,1586.164
1,67,0.0016,-0.0004,100.0,518.67,642.33,1590.22,1403.02,14.62,21.61,554.31,2388.1,9050.24,1.3,47.39,522.64,2388.08,8134.07,8.3925,0.03,393,2388,100.0,38.97,23.291,192,125,0.3489583333333333,mid,0,125,47.3235,1400.801,522.0049999999999,553.992,8.42161,23.353,38.920500000000004,642.365,391.85,1586.659
1,68,-0.0018,0.0,100.0,518.67,642.51,1582.06,1404.42,14.62,21.61,554.04,2388.1,9051.78,1.3,47.36,521.72,2388.07,8132.39,8.4242,0.03,392,2388,100.0,38.95,23.3174,192,124,0.3541666666666667,mid,0,124,47.3215,1401.0639999999999,521.9955,553.993,8.420939999999998,23.35062,38.921,642.396,391.85,1586.3365
1,69,-0.0022,0.0005,100.0,518.67,642.44,1590.7,1401.24,14.62,21.61,554.65,2388.07,9050.59,1.3,47.41,522.22,2388.1,8129.13,8.4292,0.03,392,2388,100.0,39.0,23.3742,192,123,0.359375,mid,0,123,47.331,1401.238,522.038,554.014,8.421645,23.34684,38.918,642.4064999999999,391.85,1586.654
1,70,-0.0005,0.0002,100.0,518.67,642.22,1584.02,1402.78,14.62,21.61,554.01,2388.11,9053.43,1.3,47.41,521.93,2388.12,8130.36,8.4279,0.03,392,2388,100.0,38.86,23.4513,192,122,0.3645833333333333,mid,0,122,47.327999999999996,1401.196,522.018,554.0185,8.42246,23.348875,38.9185,642.379,391.85,1586.4305
1,71,0.0016,-0.0003,100.0,518.67,642.21,1580.41,1403.09,14.62,21.61,554.06,2388.03,9046.09,1.3,47.3,521.72,2388.09,8134.28,8.423,0.03,391,2388,100.0,38.8,23.3881,192,121,0.3697916666666667,mid,0,121,47.337,1401.3295,522.0085,554.0350000000001,8.42109,23.350025000000002,38.911500000000004,642.3489999999999,391.75,1586.174
1,72,-0.0017,0.0001,100.0,518.67,642.41,1579.25,1406.81,14.62,21.61,553.76,2388.07,9054.42,1.3,47.27,521.97,2388.09,8133.95,8.3951,0.03,391,2388,100.0,38.84,23.3085,192,120,0.375,mid,0,120,47.346999999999994,1401.8915000000002,522.0020000000001,554.071,8.41815,23.348509999999997,38.903499999999994,642.3315,391.75,1585.9479999999999
